slug_url,title,built_year,is_featured,is_premium,floors,bedroom,bathroom,is_price_on_call,price_type,road_access,property_face,state,district,city,area,area_sq_ft,amount
house-on-sale-at-kalanki-syuchatar,"House on sale at Kalanki, Syuchatar",,False,False,3.5,,,False,Total Amount,13.0,North,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,1283.43,22000000.0
house-for-sale-at-baneshwor-shankamul,"House for sale at Baneshwor, Shankamul",,False,False,4.5,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Shankhamul,1369.0,55500000.0
bungalow-for-sale-at-jawalakhel,Bungalow for sale at Jawalakhel,,False,False,3.0,,,False,Total Amount,16.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Jawalakhel,6845.0,190000000.0
semi-bungalow-on-sale-at-manbahadur-marga-hattigauda,"Semi Bungalow on sale at Manbahadur Marga, Hattigauda",,False,False,2.5,5.0,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Manabahadur Marga,1369.0,27000000.0
bungalow-for-sale-rent-at-cg-hills-colony,Bungalow for sale/rent at CG Hills Colony,,False,False,2.5,4.0,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1540.12,50000000.0
house-on-sale-in-ram-mandir-kapan,"House on sale in Ram Mandir, Kapan",,False,False,2.5,6.0,3.0,False,Total Amount,13.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Ram Mandir,1540.12,26000000.0
house-on-sale-at-dhapasi,House on sale at Dhapasi,,False,False,2.5,5.0,5.0,False,Total Amount,28.0,South-West,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1369.0,28000000.0
luxury-bungalow-on-sale-at-bansbari,Luxury bungalow on sale at Bansbari,,False,False,2.5,6.0,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,10952.0,380000000.0
house-on-sale-at-kapurdhara-samakhusi,"House on sale at Kapurdhara, Samakhusi",,False,False,3.0,5.0,5.0,False,Total Amount,16.5,,,,,,1026.75,24500000.0
newly-built-house-for-sale-at-banasthali-kharibot,"Newly built house for sale at Banasthali, Kharibot ",2075.0,False,False,2.5,5.0,3.0,False,Total Amount,7.6,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,1771.0,20000000.0
bungalow-on-rent-or-sale-in-balkumari-lalitpur,"Bungalow on rent or sale in Balkumari, Lalitpur",,False,False,,6.0,4.0,False,Total Amount,17.5,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Balkumari,3593.62,50000000.0
brand-new-house-on-sale-in-budhanilkantha,Brand new house on sale in Budhanilkantha,,False,False,2.5,4.0,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1026.75,16500000.0
house-on-sale-in-tikathali,House on sale in Tikathali,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Tikathali,1026.75,16000000.0
house-on-sale-in-thankot,House on sale in Thankot,,False,False,2.5,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1711.25,32500000.0
house-on-sale-at-thasikhel-lalitpur,"House on sale at Thasikhel, Lalitpur",,False,False,2.5,4.0,4.0,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Thasikhel,2310.18,35000000.0
house-for-sale-near-thankot-checkpost,House for sale near Thankot Checkpost,2070.0,False,False,2.5,,,False,Total Amount,16.0,South,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1369.0,16000000.0
house-for-sale-at-thankot-check-post,House for sale at Thankot Check post,,False,False,2.5,5.0,2.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1155.09,16000000.0
under-construction-house-for-sale-at-siddhartha-colony,Under construction house for sale at Siddhartha Colony,,False,False,,,,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Siddhartha Colony,,110000000.0
house-on-sale-in-darjeeling-height-suryabinayak,"House on sale in Darjeeling Height, Suryabinayak",,False,False,2.5,,,False,Total Amount,20.0,South,Bagmati State,Bhaktapur,Suryabinayak Municipality,Darjeeling Height,1026.75,15500000.0
house-on-sale-in-harsha-chowk-naya-thimi,"House on sale in Harsha Chowk, Naya Thimi",,False,False,2.5,,,False,Total Amount,13.0,South,Bagmati State,Bhaktapur,Madhyapur Thimi Municipality,Harsha Chowk,1369.0,21000000.0
house-on-sale-in-suryabinayak,House on sale in Suryabinayak,,False,False,3.5,,,False,Total Amount,20.0,West,Bagmati State,Bhaktapur,Suryabinayak Municipality,Suryabinayak,1026.75,20000000.0
premium-house-on-sale-at-budhanilkantha,Premium House on Sale at Budhanilkantha,2066.0,False,False,3.0,7.0,3.0,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chapali,1283.43,29500000.0
house-on-sale-at-kalanki-khadka-gau,"House on sale at Kalanki, Khadka Gau",,False,False,,,,False,Total Amount,14.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1390.39,22000000.0
house-on-sale-in-lamatar-lalitpur-NH11889,"House on sale in Lamatar, Lalitpur",,False,False,2.5,3.0,2.0,True,Total Amount,15.0,South,Bagmati State,Lalitpur,Mahalaxmi Municipality,Lamatar,1240.6499999999999,
apartment-on-sale-in-sitapaila-comfort-housing,"Apartment on sale in Sitapaila, Comfort Housing",,False,False,,3.0,3.0,False,Total Amount,30.0,South-East,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,,16500000.0
house-on-sale-in-pasikot-NH11860,House on sale in Pasikot,,False,False,2.5,6.0,2.0,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Budhanilkantha Municipality,Pasikot,1197.87,21500000.0
bungalow-on-sale-in-bhaisepati-NH11859,Bungalow on sale in Bhaisepati,,False,False,2.5,4.0,3.0,False,Total Amount,13.0,North-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,10780.87,160000000.0
house-on-sale-in-sunakothi-lalitpur-NH11858,"House on sale in Sunakothi, Lalitpur",,False,False,3.5,15.0,4.0,False,Total Amount,10.0,South-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sunakothi,3764.75,36000000.0
house-on-sale-in-gothatar-NH11856,House on sale in Gothatar,,False,False,2.5,5.0,3.0,False,Total Amount,26.0,West,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1369.0,26000000.0
house-on-sale-in-bafal-NH11852,House on sale in Bafal,,False,False,2.5,5.0,3.0,False,Total Amount,15.0,North-East,Bagmati State,Kathmandu,Nagarjun  Municipality,Bafal,1326.21,31000000.0
house-on-sale-in-lubhu-lalitpur-NH11851,"House on sale in Lubhu, Lalitpur",,False,False,2.5,4.0,3.0,False,Total Amount,13.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Lubhu,1711.25,18500000.0
house-on-sale-in-nagarjun-NH11850,House on sale in Nagarjun,,False,False,2.5,6.0,3.0,False,Total Amount,22.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Nagarjun,1454.56,22500000.0
modern-house-on-sale-in-nilopool-sukedhara,"Modern house on sale in Nilopool, Sukedhara",,False,False,3.0,8.0,4.0,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Nilopool,1604.29,26000000.0
house-on-sale-in-kumarigal-NH11846,House on sale in Kumarigal,,False,False,3.0,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kumarigal,2224.62,35000000.0
modern-house-on-sale-in-tenzing-chowk-kapan-NH11845,"Modern house on sale in Tenzing Chowk , Kapan",,False,False,,5.0,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Tenzing Chowk,1369.0,29000000.0
house-on-sale-in-nayabasti-NH11844,House on sale in Nayabasti,,False,False,2.0,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Gokarneshwar Municipality,Naya Basti,1369.0,19000000.0
house-on-sale-in-bhaisepati-magal-colony-NH11842,"House on sale in Bhaisepati, Magal Colony",2075.0,False,False,2.5,3.0,4.0,True,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1475.95,
house-on-sale-in-bhaisepati-NH11839,House on sale in Bhaisepati,2066.0,False,False,2.5,5.0,5.0,False,Total Amount,12.0,South-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1026.75,21000000.0
house-on-sale-in-saranpur-height-sitapaila-NH11836,"House on sale in Saranpur Height, Sitapaila",,False,False,2.5,4.0,3.0,False,Total Amount,15.0,East,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,,34500000.0
bungalow-on-sale-in-bhangal-budhanilkantha-NH11834,"Bungalow on sale in Bhangal, Budhanilkantha",,False,False,,3.0,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1711.25,35000000.0
house-on-sale-in-katyani-chowk-baneshwor-NH11832,"House on sale in Katyani Chowk, Baneshwor",,False,False,3.5,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Katyani Chowk,1369.0,33000000.0
house-on-sale-in-basanta-colony-jarankhu-NH11831,"House on sale in Basanta Colony, Jarankhu",,False,False,1.0,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Jarankhu,1112.31,7800000.0
house-on-sale-in-jarankhu-basanta-colony-NH11830,"House on sale in Jarankhu, Basanta Colony",,False,False,1.0,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Jarankhu,1026.75,12000000.0
house-on-sale-in-makalbari-NH11829,House on sale in Makalbari,,False,False,1.0,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Gokarneshwar Municipality,Makalbari,2738.0,28500000.0
house-on-sale-in-sundarbasti-budhanilkantha-NH11828,"House on sale in Sundarbasti, Budhanilkantha",,False,False,,,,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Sundarbasti,1197.87,21800000.0
new-house-on-sale-in-baluwakhani-kapan-NH11827,"New house on sale in Baluwakhani, Kapan",,False,False,,,,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Baluwakhani,1540.12,25000000.0
house-on-sale-in-mandikhatar-NH11826,House on sale in Mandikhatar,,False,False,2.5,,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Mandikhatar,1197.87,23000000.0
house-on-sale-in-ekatabasti-jyotinagar-NH11825,"House on sale in Ekatabasti, Jyotinagar",,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Jyotinagar,1369.0,26500000.0
house-on-sale-in-mulpani-chaur-NH11823,House on sale in Mulpani Chaur,,False,False,2.0,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Mulpani,1026.75,12000000.0
house-on-sale-in-setipakha-lalitpur-NH11814,"House on sale in Setipakha, Lalitpur",,False,False,,,,False,Total Amount,16.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Setipakha,1711.25,21000000.0
commercial-building-on-sale-NH11813,Commercial Building On Sale ,2063.0,False,False,4.0,,4.0,False,Total Amount,66.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Basundhara,48.68,26000000.0
house-on-sale-in-lasuntar-kapan-NH11804,"House on sale in Lasuntar, Kapan",,False,False,2.5,5.0,3.0,False,Total Amount,10.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Rudreshwor,855.62,10500000.0
house-on-sale-in-kapan-sherpa-chowk-NH11798,"House on sale in kapan, Sherpa Chowk",,False,False,2.5,,,True,Total Amount,10.5,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1711.25,
new-house-on-sale-in-pasikot-NH11789,New house on sale in Pasikot,,False,False,3.5,6.0,8.0,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Pasikot,1882.37,28500000.0
house-on-sale-in-dhobighat-NH11785,House on sale in Dhobighat,,False,False,4.5,,,False,Total Amount,12.0,North-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhobighat,855.62,17500000.0
house-on-sale-in-raniban-NH11784,House on sale in Raniban,,False,False,2.5,5.0,4.0,False,Total Amount,10.0,North-West,Bagmati State,Kathmandu,Nagarjun  Municipality,Ramkot,1283.43,23000000.0
commercial-house-on-sale-in-machapokhari-NH11782,Commercial house on sale in Machapokhari,,False,False,3.5,9.0,4.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Machhapokhari,1625.68,30000000.0
bungalow-house-on-sale-in-tunaldevi-baluwatar-NH11777,"Bungalow house on sale in Tunaldevi, Baluwatar",,False,False,,5.0,2.0,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,1882.37,40000000.0
house-on-sale-in-kalanki-sunar-gaun-NH11775,"House on sale in Kalanki, Sunar Gaun",,False,False,3.5,13.0,3.0,False,Total Amount,10.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1711.25,27000000.0
commercial-house-on-sale-at-tilganga-naya-basti-NH11726,Commercial house on sale at Tilganga Naya Basti,,False,False,5.0,9.0,4.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gaushala,855.625,35500000.0
house-for-sale-at-lamathumki-kathmandu-NH11724,"House for sale at Lamathumki, Kathmandu",,False,False,2.0,5.0,3.0,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Nagarjun  Municipality,Lamathumki,1026.75,17000000.0
house-on-sale-at-jarankhu-NH11721,House on sale at Jarankhu,,False,False,2.0,5.0,4.0,False,Total Amount,14.0,South,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Jarankhu,1369.0,22200000.0
house-for-sale-at-sitapaila-NH11716,House for sale at Sitapaila,2065.0,False,False,3.5,,4.0,False,Total Amount,12.0,West,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,1369.0,22500000.0
house-on-urgent-sale-at-pepsicola-NH11696,House on urgent sale at Pepsicola,,False,False,2.5,6.0,,True,Total Amount,13.0,East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,1369.0,
house-on-sale-at-sital-height-imadol-NH11694,"House on sale at Sital Height, Imadol",,False,False,2.5,,,False,Total Amount,12.0,North,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1026.75,18500000.0
house-on-sale-in-paiyatar-tarkeshwor-NH11691,"House on sale in Paiyatar, Tarkeshwor",2075.0,False,False,2.5,6.0,3.0,False,Total Amount,16.0,North,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Paiyatar,1369.0,18000000.0
house-on-sale-at-shital-height-imadol-NH11690,House on sale at Shital Height Imadol,,False,False,2.5,,,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1048.14,16500000.0
house-for-sale-at-imadol-NH11688,House for sale at Imadol,,False,False,2.5,,,False,Total Amount,15.0,South,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1219.26,25000000.0
modern-design-house-on-sale-at-shital-height-imadol-NH11686,"Modern design house on sale at Shital Height, Imadol",,False,False,2.5,,,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1262.04,22000000.0
house-on-sale-at-nayabasti-imadol-NH11685,"House on sale at Nayabasti, Imadol",,False,False,2.5,,,False,Total Amount,13.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1155.09,21500000.0
house-on-sale-at-sheetal-height-imadol,"House on sale at Sheetal height, Imadol",,False,False,2.5,,,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1604.29,24500000.0
house-on-sale-in-syuchatar-height-NH11682,House on sale in Syuchatar Height,,False,False,,5.0,,False,Total Amount,12.0,West,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,1197.87,20700000.0
house-on-sale-in-syuchatar-NH11679,House on sale in Syuchatar,,False,False,,4.0,,False,Total Amount,14.0,West,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,1197.87,22000000.0
house-on-sale-in-jarankhu-NH11676,House on sale in Jarankhu,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Jarankhu,855.62,6800000.0
house-on-sale-in-lolang-height-NH11675,House on sale in Lolang Height,,False,False,2.5,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Lolang Height,1112.31,15500000.0
house-on-sale-in-thankot-near-by-high-vision-colony-NH11674,"House on sale in Thankot, near by High Vision Colony",,False,False,1.0,3.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1112.31,11500000.0
house-on-sale-tikathali-NH11666,House on sale at Tikathali,2075.0,False,False,1.0,,,False,Total Amount,16.0,West,Bagmati State,Lalitpur,Mahalaxmi Municipality,Tikathali,855.62,9850000.0
commercial-house-on-sale-at-panga-kirtipur-NH11659,"Commercial house on sale at Panga, Kirtipur",2070.0,False,False,5.0,,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kirtipur  Municipality,Panga,3764.75,52000000.0
house-on-sale-at-duwakot-bhaktapur-NH11656,"House on sale at Duwakot, Bhaktapur",,False,False,1.0,,,True,Total Amount,13.0,,Bagmati State,Bhaktapur,Changunarayan Municipality,Duwakot,1369.0,
house-on-sale-in-baniyatar-NH11655,House on sale in Baniyatar,,False,False,3.5,6.0,3.0,False,Total Amount,10.0,South-East,Bagmati State,Kathmandu,Tokha  Municipality,Baniyatar,1711.25,28500000.0
new-house-on-sale-in-thaiba-lalitpur-NH11654,"New house on sale in Thaiba, Lalitpur",,False,False,,,,False,Total Amount,20.0,South-East,Bagmati State,Lalitpur,Godawari Municipality,Thaiba,1112.31,12500000.0
house-for-sale-at-imadol-NH11652,House for sale at Imadol,,False,False,2.5,4.0,3.0,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1112.31,21500000.0
house-on-urgent-sale-in-goldhunga-NH11651,House on urgent sale in Goldhunga,,False,False,2.5,6.0,3.0,False,Total Amount,10.0,West,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Goldhunga,1454.56,16500000.0
house-on-sale-in-banasthali-NH11650,House on sale in Banasthali,,False,False,2.5,7.0,3.0,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,2909.12,42000000.0
house-on-sale-at-satdobato-NH11646,House on sale at Satdobato,,False,False,2.5,,,True,Total Amount,13.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Satdobato,1518.73,
house-on-sale-at-imadol-NH11643,House on sale at Imadol,,False,False,2.5,,,False,Total Amount,13.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1026.75,17500000.0
house-on-sale-at-imadol-NH11642,House on sale at Imadol,,False,False,2.5,,,False,Total Amount,12.0,North,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1026.75,18500000.0
house-on-sale-at-imadol-shital-height-NH11641,"House on sale at Imadol, Shital Height",,False,False,2.5,5.0,4.0,False,Total Amount,13.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1112.31,19800000.0
house-on-sale-in-bagdol-lalitpur-NH11640,"House on sale in Bagdol, Lalitpur",,False,False,2.0,,,False,Total Amount,12.0,South-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bagdol,3080.25,29000000.0
house-on-sale-at-bhatkyapati-kirtipur-NH11639,"House on sale at Bhatkyapati, Kirtipur",2077.0,False,False,,,,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Kirtipur  Municipality,Bhatkepati,1283.43,17500000.0
house-on-sale-in-gaurighat-NH11638,House on sale in Gaurighat,,False,False,5.0,9.0,7.0,False,Total Amount,10.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gaurighat,2395.75,39000000.0
semi-commercial-house-on-sale-in-dhungeadda-NH11635,Semi commercial house on sale in Dhungeadda,,False,False,2.0,3.0,2.0,False,Total Amount,20.0,West,Bagmati State,Kathmandu,Chandragiri  Municipality,Dhungeadda,4107.0,43000000.0
house-on-sale-in-mandikhatar-NH11632,House on sale in Mandikhatar,,False,False,2.5,6.0,3.0,False,Total Amount,10.5,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mandikatar,1369.0,25000000.0
bungalow-on-sale-in-bishalnagar-NH11628,Bungalow on sale in Bishalnagar,,False,False,3.5,5.0,,False,Total Amount,16.0,South-East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bishalnagar,2738.0,37500000.0
bungalow-on-sale-in-bhaktapur-NH11624,Bungalow on sale in Bhaktapur,,False,False,2.5,,,False,Total Amount,20.0,,Bagmati State,Bhaktapur,Bhaktapur Municipality,Bhaktapur,12663.25,185000000.0
