slug_url,title,built_year,is_featured,is_premium,floors,bedroom,bathroom,is_price_on_call,price_type,road_access,property_face,state,district,city,area,area_sq_ft,amount
house-on-sale-in-chandragiri-mahadevsthan-NH10974,"House on sale in Chandragiri, Mahadevsthan",,False,False,,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1026.75,11500000.0
house-on-sale-in-imadol-lalitpur-NH10971,"House on sale in Imadol, Lalitpur",,False,False,,,,True,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Imadol ,,
semi-commercial-house-for-sale-at-boudha-NH10928,Semi commercial house for sale at Boudha ,,False,False,4.0,30.0,30.0,False,Total Amount,16.5,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bouddha,9240.75,180000000.0
bungalow-on-sale-at-maharajgunj-colony-NH10921,Bungalow on sale at Maharajgunj Colony,,False,False,,4.0,4.0,True,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maharajgunj,1454.55,
bungalow-on-sale-in-sitapaila-colony-NH10918,Bungalow on sale in Sitapaila Colony,,False,False,,5.0,4.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sitapaila,1796.8,26500000.0
semi-bungalow-on-sale-at-bansbari-budhanilkantha-NH10916,"Semi-Bungalow on sale at Bansbari, Budhanilkantha",,False,False,,5.0,5.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,2053.5,37000000.0
house-on-sale-in-bafal-NH10914,House on sale in Bafal,,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bafal,1454.55,20300000.0
house-on-sale-at-hepali-golfutar-NH10875,"House on sale at Hepali, Golfutar",,False,False,,5.0,7.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,1882.375,43000000.0
house-on-sale-at-hepali-height-NH10874,House on sale at Hepali Height,,False,False,2.5,3.0,4.0,False,Total Amount,26.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1026.75,22000000.0
semi-bungalow-on-sale-at-bhaisepati-NH10871,Semi-Bungalow on sale at Bhaisepati,,False,False,,7.0,,False,Total Amount,15.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1540.12,29000000.0
bungalow-on-sale-at-sitapaila-ramkot-NH10869,"Bungalow on sale at Sitapaila, Ramkot",,False,False,,4.0,,False,Total Amount,15.0,South,Bagmati State,Kathmandu,Nagarjun  Municipality,Ramkot,1625.68,23000000.0
commercial-house-on-sale-at-samakhusi-NH10866,Commercial house on sale at Samakhusi,,False,False,3.5,,,False,Total Amount,20.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,3422.5,52000000.0
semi-bungalow-on-sale-at-lainchaur-NH10863,Semi-Bungalow on sale at Lainchaur,,False,False,,5.0,,False,Total Amount,15.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Lainchaur,2224.62,55000000.0
semi-bungalow-on-sale-at-naxal-NH10862,Semi-Bungalow on sale at Naxal,,False,False,,6.0,6.0,False,Total Amount,15.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Naxal,2823.56,76000000.0
semi-bungalow-on-sale-at-naxal-NH10857,Semi-Bungalow on sale at Naxal,,False,False,,6.0,5.0,False,Total Amount,15.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Naxal,1369.0,38000000.0
house-on-sale-at-kalanki-syuchatar-NH10854,"House on sale at Kalanki, Syuchatar",,False,False,,4.0,,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,23615.25,32000000.0
bungalow-on-sale-at-dhapasi-NH10852,Bungalow on sale at Dhapasi,,False,False,,4.0,5.0,False,Total Amount,,South,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,7871.75,132000000.0
house-on-sale-at-thankot-NH10850,House on sale at Thankot,,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,,13500000.0
house-for-sale-at-dhapasi-NH10843,House for sale at Dhapasi,,False,False,,5.0,5.0,False,Total Amount,28.0,South-West,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1369.0,27500000.0
villa-on-sale-at-swoyambhu-NH10841,Villa on sale at Swoyambhu,,False,False,,4.0,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Ichangu Narayan,1796.81,29000000.0
bungalow-on-sale-at-kupandol-NH10838,Bungalow on sale at Kupandol,,False,False,,6.0,,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kupandole,7529.5,150000000.0
house-on-sale-at-nakhipot-lalitpur-NH10837,"House on sale at Nakhipot, Lalitpur",,False,False,,5.0,,False,Total Amount,17.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakhipot,7443.75,21500000.0
bungalow-on-sale-at-bhaisepati-NH10836,Bungalow on sale at Bhaisepati,,False,False,,,,True,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,,
house-on-sale-at-bhaisepati-NH10835,House on sale at Bhaisepati,,False,False,,,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,,24000000.0
house-on-sale-at-sanepa-lalitpur-NH10822,"House on sale at Sanepa, Lalitpur",,False,False,,,,False,Total Amount,15.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sanepa,5219.31,157500000.0
house-on-sale-at-dhapasi-NH10819,House on sale at Dhapasi,,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1796.81,31000000.0
house-on-sale-in-battisputali-NH10817,House on sale in Battisputali,,False,False,,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Battisputali,6845.0,151000000.0
house-for-sale-in-budhanilkantha,House for sale in Budhanilkantha,,False,False,2.5,6.0,3.0,False,Total Amount,12.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1112.31,23500000.0
house-on-sale-at-maitidevi-NH10802,House on sale at Maitidevi,,False,False,,8.0,7.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maitidevi,1197.875,46500000.0
house-on-sale-at-kalanki-bafal-NH10792,"House on sale at Kalanki, Bafal",,False,False,,7.0,,False,Total Amount,16.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bafal,1369.0,28000000.0
house-on-sale-at-kalanki-syuchatar-NH10789,"House on sale at Kalanki, Syuchatar",,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1369.0,25000000.0
house-on-sale-at-chappal-karkhana-chakrapath-NH10787,"House on sale at Chappal Karkhana, Chakrapath",,False,False,,5.0,,False,Total Amount,16.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chappal karkhana,1026.75,32000000.0
house-on-sale-at-chandol-baluwatar-NH10785,"House on sale at Chandol, Baluwatar",,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,2224.62,34000000.0
house-on-sale-at-samakhusi-NH10782,House on sale at Samakhusi,,False,False,,6.0,4.0,False,Total Amount,16.5,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,1369.0,32000000.0
bungalow-on-sale-at-chandol-NH10778,Bungalow on sale at Chandol,,False,False,,,,True,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,25668.75,
bungalow-on-sale-at-tudaldevi-baluwatar-NH10760,"Bungalow on sale at Tudaldevi, Baluwatar",,False,False,5.0,5.0,2.0,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,1882.375,40000000.0
house-on-sale-at-hattiban-NH10758,House on sale at Hattiban,,False,False,2.5,3.0,3.0,False,Total Amount,20.0,West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,1197.875,32500000.0
a-new-house-for-sale-in-golfutar-budhanilkantha-NH10713,"A new house for sale in Golfutar, Budhanilkantha ",,False,False,3.0,6.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,32500000.0
house-on-sale-at-baniyatar-NH10712,House on sale at Baniyatar,,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Tokha  Municipality,Baniyatar,1711.25,28500000.0
house-on-sale-at-bode-bhaktapur-NH10711,"House on sale at Bode, Bhaktapur",,False,False,3.0,6.0,3.0,False,Total Amount,14.5,North-West,Bagmati State,Bhaktapur,Madhyapur Thimi Municipality,Sano thimi,1369.0,16500000.0
house-for-sale-at-kritipur-NH10710,House for sale at Kritipur,,False,False,2.5,4.0,4.0,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Kirtipur  Municipality,Kirtipur,2053.5,18000000.0
house-for-sale-at-banasthali-NH10709,House for sale at Banasthali,,False,False,2.5,5.0,5.0,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,3422.5,70000000.0
house-on-sale-at-syuchatar,House on sale at Syuchatar,,False,False,2.5,4.0,3.0,False,Total Amount,16.0,East,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,1711.25,20000000.0
house-on-sale-at-setipakha-imadol-NH10706,"House on sale at Setipakha, Imadol",,False,False,,,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Setipakha,1540.12,21900000.0
house-on-sale-at-lubhu-lalitpur-NH10704,"House on sale at Lubhu, Lalitpur",,False,False,,,,False,Total Amount,,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Sanagaun Lubhu,1283.43,21500000.0
house-on-sale-at-lolang-height-tarkeshwor-NH10703,"House on sale at Lolang height, Tarkeshwor",,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Kabhresthali,1540.12,22000000.0
house-on-sale-at-pasikot-budhanlkantha-NH10701,"House on sale at Pasikot, Budhanlkantha",,False,False,2.0,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1796.81,24500000.0
bungalow-for-sale-at-budhanilkantha-NH10700,Bungalow for sale at Budhanilkantha,,False,False,2.5,7.0,7.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,7187.25,98000000.0
bungalow-on-sale-mahadevtar-height-samakhusi-NH10699,"Bungalow on sale Mahadevtar height, Samakhusi",,False,False,3.5,6.0,9.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,7871.75,205000000.0
house-on-sale-at-setipakha-hattiban-NH10696,"House on sale at Setipakha, Hattiban",,False,False,,,,False,Total Amount,20.0,South-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Setipakha,1048.14,20500000.0
villa-for-sale-at-budhanilkantha-NH10695,Villa for sale at Budhanilkantha,,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,,200000000.0
house-for-sale-at-sukedhara-NH10694,House for sale at Sukedhara,,False,False,,5.0,4.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sukedhara,,42500000.0
house-for-sale-at-budhanilkantha-NH10693,House for sale at Budhanilkantha,,False,False,2.5,4.0,4.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,4107.0,67500000.0
house-for-rent-sale-at-hattigauda-NH10692,House for rent/sale at Hattigauda,,False,False,,4.0,6.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,,54000000.0
house-on-sale-at-dhungedhara-erahity-NH10690,"House on sale at Dhungedhara, Erahity",,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,1369.0,30000000.0
bungalow-on-sale-budhanilkantha-NH10689,Bungalow on sale Budhanilkantha,,False,False,2.5,5.0,7.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,,95000000.0
house-on-sale-at-narayanchowk-kapan-NH10688,"House on sale at Narayanchowk, Kapan",,False,False,,,,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,2395.75,26000000.0
house-for-sale-at-chappalkarkhana-NH10687,House for sale at Chappalkarkhana,,False,False,2.5,4.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chappal karkhana,1026.75,32000000.0
house-for-sale-at-samakhusi-NH10686,House for sale at Samakhusi,,False,False,2.5,6.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,1369.0,32000000.0
house-on-sale-at-kalanki-NH10684,House on sale at Kalanki,,False,False,3.0,6.0,3.0,False,Total Amount,13.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1133.7,23000000.0
residential-house-on-sale-at-kalanki-NH10683,Residential house on sale at Kalanki.,,False,False,3.0,8.0,7.0,False,Total Amount,17.5,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,2566.875,41500000.0
commercial-house-on-sale-at-machhapokhari,Commercial House on sale at Machhapokhari ,,False,False,3.5,4.0,4.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gongabu,1625.68,30000000.0
house-on-sale-at-bhangal-budhanilkantha-NH10677,"House on sale at Bhangal, Budhanilkantha",,False,False,1.0,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1796.81,18700000.0
house-on-sale-at-vangal-kapan-NH10676,"House on sale at Vangal, Kapan",,False,False,1.0,,,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1369.0,14700000.0
house-on-sale-at-ichadol-sitapaila-NH10673,"House on sale at Ichadol, Sitapaila",,False,False,2.5,4.0,2.0,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sitapaila,1711.25,20000000.0
bungalow-for-sale-at-chundevi-NH10665,Bungalow for sale at Chundevi,,False,False,2.0,4.0,4.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,8898.5,150000000.0
bunglow-for-sale-at-chappal-karkhana-NH10652,Bunglow for sale at Chappal Karkhana,,False,False,3.0,5.0,6.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chappal karkhana,19166.0,180000000.0
house-for-sale-at-maharajgunj-kathmandu-NH10650,"House for sale at Maharajgunj, Kathmandu",,False,False,2.0,4.0,3.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maharajgunj,1369.0,36500000.0
house-on-sale-at-chunikhel-NH10619,House on sale at Chunikhel,,False,False,1.0,2.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chunikhel,1026.75,11800000.0
house-on-sale-at-baluwakhani-budanilkantha-NH10618,"House on sale at Baluwakhani, Budanilkantha",,False,False,3.5,,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1048.14,19000000.0
residential-house-on-sale-at-dadhikot-NH10617,Residential house on sale at Dadhikot,,False,False,3.5,12.0,4.0,False,Total Amount,,,Bagmati State,Bhaktapur,Changunarayan Municipality,Dadhikot,,22500000.0
house-for-sale-at-maitidevi-NH10615,House for sale at Maitidevi,,False,False,,5.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maitidevi,2053.5,55000000.0
house-for-sale-at-sanepa-kathmandu-NH10611,"House for sale at Sanepa, Kathmandu",,False,False,,4.0,4.0,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sanepa,1454.56,29500000.0
house-on-sale-at-chhauni-kathmandu-NH10610,"House on sale at Chhauni, Kathmandu",,False,False,,5.0,3.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chhauni,1540.12,38000000.0
bungalow-for-sale-at-baluwatar-NH10609,Bungalow for sale at Baluwatar,,False,False,2.5,6.0,3.0,False,Total Amount,,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,5304.87,117500000.0
house-for-sale-at-baluwatar-NH10607,House for sale at Baluwatar,,False,False,,5.0,,False,Total Amount,26.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,5304.87,120000000.0
house-on-sale-at-chhauni-NH10604,House on sale at Chhauni,,False,False,2.5,5.0,4.0,False,Total Amount,13.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chhauni,1026.75,27000000.0
bungalow-on-sale-at-chundevi-NH10603,Bungalow on sale at Chundevi,,False,False,,5.0,5.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,6673.87,155000000.0
duplex-pent-house-on-sale-at-bishalnagar-NH10602,Duplex pent house on sale at Bishalnagar,,False,False,,5.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bishalnagar,5000.0,75000000.0
house-on-sale-at-thapathali-kathmandu-NH10600,"House on sale at Thapathali, Kathmandu",,False,False,2.5,4.0,4.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Thapathali,3422.5,69000000.0
house-on-sale-at-bhaisepati-NH10599,House on sale at Bhaisepati,,False,False,1.0,,,False,Total Amount,16.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1540.12,28000000.0
house-for-sale-at-kantipur-colony-nakhipot-NH10598,"House for sale at Kantipur Colony, Nakhipot",,False,False,2.5,4.0,3.0,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakhipot,17454.75,21000000.0
house-for-sale-at-banasthali-ranibaan-NH10597,"House for sale at Banasthali, Ranibaan",,False,False,4.0,,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,1850.0,45000000.0
house-for-sale-at-khumaltar-NH10594,House for sale at Khumaltar,,False,False,2.5,6.0,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Satdobato,3080.25,45000000.0
house-for-sale-at-kusunti-lalitpur-NH10593,"House for sale at Kusunti,Lalitpur",,False,False,3.5,,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kusunti,1711.25,5000000.0
bungalow-for-sale-at-sanepa-NH10592,Bungalow for sale at Sanepa,,False,False,2.5,6.0,6.0,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sanepa,5476.0,120000000.0
house-for-sale-at-sanepa-NH10591,House for sale at Sanepa ,,False,False,3.0,,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sanepa,2395.75,75000000.0
house-for-sale-at-hattiban-NH10588,House for sale at Hattiban,,False,False,2.0,4.0,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,14374.5,100000000.0
house-for-sale-at-jawalakhel-NH10587,House for sale at Jawalakhel,,False,False,2.5,5.0,5.0,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Jawalakhel,,36000000.0
house-for-sale-at-khumaltar-NH10586,House for sale at Khumaltar,,False,False,4.0,,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,,30000000.0
commercial-building-for-sale-at-samakhusi-ranibari-NH10553,"Commercial building for sale at Samakhusi, Ranibari",,False,False,1.0,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,2738.0,120000000.0
commercial-building-for-sale-at-boudha-nayabasti-NH10552,"Commercial building for sale at Boudha, Nayabasti",,False,False,1.0,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bouddha,2395.75,60000000.0
house-on-sale-near-deuba-niwas-NH10549,House on sale near Deuba Niwas,,False,False,1.0,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2053.5,45000000.0
luxury-house-on-sale-at-bishalnagar-NH10548,Luxury house on sale at Bishalnagar,,False,False,2.0,1.0,1.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bishalnagar,8556.25,270000000.0
house-on-sale-at-sitapaila-NH10547,House on sale at Sitapaila,,False,False,2.5,1.0,1.0,False,Total Amount,24.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sitapaila,2738.0,55000000.0
commercial-land-with-building-on-sale-at-gahanapokhari-NH10541,Commercial land with building on sale at Gahanapokhari,,False,False,1.0,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Naxal,5133.75,90000000.0
house-on-sale-at-dhapasi-NH10540,House on sale at Dhapasi,,False,False,2.5,6.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1540.125,32000000.0
house-on-sale-at-naxal-bhatbhateni-NH10539,"House on sale at Naxal, Bhatbhateni",,False,False,2.0,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Naxal,4107.0,95000000.0
house-on-sale-at-golfutar-hepali-NH10538,"House on sale at Golfutar, Hepali",,False,False,2.5,5.0,2.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,1475.95,34000000.0
bungalow-on-sale-at-budhanilkantha-height-NH10534,Bungalow on sale at Budhanilkantha height,,False,False,3.0,7.0,3.0,False,Total Amount,,North,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,5476.0,70000000.0
house-on-sale-at-budhanilkantha-ganesh-chowk-NH10531,"House on sale at Budhanilkantha, Ganesh Chowk",,False,False,1.0,3.0,5.0,False,Total Amount,15.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1882.37,32500000.0
house-on-sale-at-gongabu-ranibari-NH10530,"House on sale at Gongabu, Ranibari",,False,False,2.5,6.0,1.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gongabu,4449.25,80000000.0
house-on-sale-at-sukedhara-chowk-NH10525,House on sale at Sukedhara Chowk,,False,False,1.0,5.0,7.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sukedhara,4791.5,105000000.0
house-on-sale-at-golfutar-hepali-NH10524,"House on sale at Golfutar, Hepali",,False,False,1.0,1.0,7.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,7187.25,101500000.0
house-for-sale-at-budhanilkantha-NH10521,House for sale at Budhanilkantha,,False,False,2.5,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,6502.75,105000000.0
house-on-sale-at-pasikot-NH10519,House on sale at Pasikot,,False,False,2.5,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Pasikot,,55000000.0
house-on-sale-at-maharajgunj-NH10518,House on sale at Maharajgunj,,False,False,2.5,5.0,6.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maharajgunj,6845.0,160000000.0
house-for-sale-at-budhanilkantha-NH10517,House for sale at Budhanilkantha,,False,False,2.0,,,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,5476.0,190000000.0
house-for-sale-at-budhanilkantha-rudreshwor-NH10514,"House for sale at Budhanilkantha, Rudreshwor",,False,False,3.0,10.0,8.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,5818.25,67000000.0
house-for-sale-at-hattigauda-NH10513,House for sale at Hattigauda,,False,False,2.5,5.0,5.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1882.375,33400000.0
house-for-sale-in-kapan-NH10512,House for sale in Kapan,,False,False,2.5,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1540.125,26500000.0
house-on-sale-at-baluwakhani-sukhedhara-NH10511,"House on sale at Baluwakhani, Sukhedhara",,False,False,2.5,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1369.0,27500000.0
house-on-sale-at-sundarbasti-bhangal-budhanilkantha,"House on sale at Sundarbasti, Bhangal, Budhanilkantha",,False,False,3.0,1.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1197.875,22000000.0
house-on-sale-at-mandikatar-faat-NH10509,House on sale at Mandikatar faat,,False,False,2.5,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mandikatar,1369.0,26500000.0
house-for-sale-at-golfutar-NH10508,House for sale at Golfutar,,False,False,3.0,1.0,1.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,23500000.0
house-on-sale-at-jyotinagar-sukedhara,"House on sale at Jyotinagar, Sukedhara",,False,False,2.5,1.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sukedhara,1197.875,22500000.0
house-on-sale-aat-kapan-kharibot-NH10506,"House on sale aat Kapan, Kharibot",,False,False,2.5,1.0,1.0,False,Total Amount,28.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1369.0,26000000.0
house-on-sale-at-kapan-NH10505,House on sale at Kapan,,False,False,2.5,1.0,1.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1369.0,22000000.0
house-on-sale-at-sundarbasti-budhanilkantha-NH10504,"House on sale at Sundarbasti, Budhanilkantha",,False,False,2.5,1.0,1.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1540.12,26800000.0
house-on-sale-at-bhangal,House on sale at Bhangal,,False,False,2.5,1.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1390.39,23200000.0
house-on-sale-at-kapan-vangal-NH10502,"House on sale at Kapan, Vangal",,False,False,2.5,1.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1112.31,18000000.0
house-on-sale-at-budhanilkantha-bhangal,"House on sale at Budhanilkantha, Bhangal",,False,False,2.5,1.0,1.0,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1711.25,28000000.0
house-on-sale-at-sukhedhara-NH10500,House on sale at Sukhedhara,,False,False,2.5,1.0,1.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sukedhara,1711.25,32500000.0
bungalow-design-house-on-sale-at-saraswotingar-chabahil-NH10498,"Bungalow design house on sale at Saraswotingar, Chabahil",,False,False,2.5,1.0,1.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chabahil,1369.0,29500000.0
house-on-sale-at-budhanilkantha-sundar-basti-NH10493,"House on sale at Budhanilkantha, Sundar Basti",,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1369.0,27000000.0
